City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
276,Apatou,GF,2021-12-02 00:51:17,5.155,-54.3472,74.12,100,100,2.15
277,Chokurdakh,RU,2021-12-02 00:51:17,70.6333,147.9167,-32.98,100,99,7.23
278,Kodiak,US,2021-12-02 00:51:17,57.79,-152.4072,15.31,73,90,21.85
279,Kuminskiy,RU,2021-12-02 00:51:17,58.6667,66.5667,35.42,81,100,13.35
280,Bira,RU,2021-12-02 00:51:18,49.0,132.4667,7.03,68,100,2.51
281,Broome,US,2021-12-02 00:51:18,42.2506,-75.833,37.02,80,75,1.99
282,Liepaja,LV,2021-12-02 00:51:18,56.5419,21.0367,32.05,93,90,14.97
283,Bardiyah,LY,2021-12-02 00:51:19,31.7561,25.0865,59.81,64,91,10.2
284,San Cristobal,VE,2021-12-02 00:51:19,7.7669,-72.225,71.78,94,47,2.17
285,Milkovo,RU,2021-12-02 00:51:19,54.7167,158.6167,18.81,95,100,5.12
286,Hailey,US,2021-12-02 00:51:20,43.5196,-114.3153,40.89,69,54,3.0
287,Tevaitoa,PF,2021-12-02 00:51:20,-16.7833,-151.5,79.77,77,100,16.2
288,Storsteinnes,NO,2021-12-02 00:51:20,69.2408,19.2344,32.0,88,100,6.35
289,Sainte-Maxime,FR,2021-12-02 00:51:20,43.3,6.6333,52.0,69,100,10.98
290,Uruzgan,AF,2021-12-02 00:51:21,32.8333,66.0,40.24,42,0,5.46
291,Shirgaon,IN,2021-12-02 00:51:22,19.7,72.7,67.23,86,100,27.36
292,Kommunisticheskiy,RU,2021-12-02 00:51:22,61.6789,64.4819,32.59,98,100,10.0
293,Kahului,US,2021-12-02 00:51:23,20.8947,-156.47,85.26,72,20,18.41
294,Ocampo,MX,2021-12-02 00:51:23,21.65,-101.5,59.97,47,100,10.69
295,Energeticheskiy,KZ,2021-12-02 00:51:23,43.4278,77.0222,27.16,80,20,4.47
296,Camacha,PT,2021-12-02 00:51:24,33.0833,-16.3333,61.54,77,40,5.75
297,Bud,US,2021-12-02 00:51:24,39.447,-86.1758,50.32,97,58,6.35
298,Maragogi,BR,2021-12-02 00:51:25,-9.0122,-35.2225,78.53,82,95,9.08
299,Vila Velha,BR,2021-12-02 00:47:17,-20.3297,-40.2925,76.95,93,90,4.61
300,Maniitsoq,GL,2021-12-02 00:51:25,65.4167,-52.9,35.42,65,100,16.62
301,Thompson,CA,2021-12-02 00:51:25,55.7435,-97.8558,-0.24,78,90,8.05
302,Morehead,US,2021-12-02 00:51:26,37.2711,-87.1764,56.14,95,40,0.0
303,Tynda,RU,2021-12-02 00:51:26,55.1667,124.7167,-2.92,94,92,2.93
304,Souillac,MU,2021-12-02 00:51:27,-20.5167,57.5167,77.38,78,40,3.44
305,Iralaya,HN,2021-12-02 00:51:28,15.0,-83.2333,76.95,85,99,9.84
306,Vanimo,PG,2021-12-02 00:51:28,-2.6741,141.3028,85.14,69,100,3.67
307,Velikiy Novgorod,RU,2021-12-02 00:51:28,58.5167,31.2833,10.94,98,100,4.61
308,Concepcion De Buenos Aires,MX,2021-12-02 00:51:29,19.9667,-103.2667,56.55,74,55,2.73
309,Port Elizabeth,ZA,2021-12-02 00:49:14,-33.918,25.5701,66.09,82,0,23.02
310,Ossora,RU,2021-12-02 00:51:29,59.2353,163.0719,26.91,98,100,3.04
311,Talara,PE,2021-12-02 00:51:30,-4.5772,-81.2719,66.76,86,100,10.6
312,Hazaribag,IN,2021-12-02 00:51:31,23.9833,85.35,54.46,56,2,0.76
313,Nanortalik,GL,2021-12-02 00:51:31,60.1432,-45.2371,33.37,95,100,24.99
314,Ketchikan,US,2021-12-02 00:51:31,55.3422,-131.6461,37.87,70,75,12.66
315,Hasaki,JP,2021-12-02 00:51:32,35.7333,140.8333,52.29,36,0,19.91
316,Warburg,DE,2021-12-02 00:51:33,51.5,9.1667,39.49,80,24,15.23
317,Tempio Pausania,IT,2021-12-02 00:51:33,40.8974,9.1035,47.79,92,77,8.01
318,Yumen,CN,2021-12-02 00:51:34,40.2833,97.2,22.3,36,0,7.94
319,Talagang,PK,2021-12-02 00:52:34,32.9297,72.4158,51.89,37,3,0.72
320,Puerto Escondido,MX,2021-12-02 00:52:34,15.85,-97.0667,78.89,74,22,3.13
321,Batagay-Alyta,RU,2021-12-02 00:52:35,67.8006,130.4114,-38.72,97,32,4.25
322,Gornoye Loo,RU,2021-12-02 00:52:35,43.7129,39.6049,40.78,81,100,7.56
323,Jalu,LY,2021-12-02 00:52:36,29.0331,21.5482,55.96,71,78,4.41
324,Lodi,US,2021-12-02 00:52:36,38.1302,-121.2725,69.69,67,0,1.01
325,Rodrigues Alves,BR,2021-12-02 00:52:38,-7.738,-72.6509,74.12,96,100,3.24
326,Laguna,US,2021-12-02 00:52:38,38.421,-121.4238,69.76,70,1,1.01
327,Menongue,AO,2021-12-02 00:52:39,-14.6585,17.691,62.91,90,99,3.69
328,Sinnamary,GF,2021-12-02 00:52:39,5.3833,-52.95,78.13,89,100,11.52
329,Alice Springs,AU,2021-12-02 00:52:41,-23.7,133.8833,92.75,14,4,11.5
330,Baruun-Urt,MN,2021-12-02 00:52:41,46.6806,113.2792,21.06,62,18,17.56
331,Caconda,AO,2021-12-02 00:52:41,-13.7333,15.0667,58.62,92,99,2.53
332,Vila Do Maio,CV,2021-12-02 00:52:43,15.1333,-23.2167,75.51,66,100,17.85
333,Tautira,PF,2021-12-02 00:52:43,-17.7333,-149.15,86.02,76,100,19.69
334,Ixtapa,MX,2021-12-02 00:52:43,20.7,-105.2,72.86,89,85,1.41
335,Dunedin,NZ,2021-12-02 00:52:44,-45.8742,170.5036,60.21,82,100,16.33
336,Chipata,ZM,2021-12-02 00:52:45,-13.6333,32.65,69.33,66,2,5.01
337,Caravelas,BR,2021-12-02 00:52:45,-17.7125,-39.2481,76.19,92,95,11.01
338,Ponta Delgada,PT,2021-12-02 00:52:46,37.7333,-25.6667,63.5,82,20,6.91
339,Port Hedland,AU,2021-12-02 00:52:46,-20.3167,118.5667,96.85,19,66,9.22
340,Lasa,IT,2021-12-02 00:52:47,46.6166,10.7002,38.14,97,100,1.21
341,Bambanglipuro,ID,2021-12-02 00:52:48,-7.95,110.2833,81.1,78,100,4.76
342,Omsukchan,RU,2021-12-02 00:52:49,62.5333,155.8,-20.2,95,100,8.14
343,Hegang,CN,2021-12-02 00:52:49,47.4,130.3667,10.35,92,100,5.57
344,Kouango,CF,2021-12-02 00:52:50,4.9934,19.9619,78.8,64,100,3.83
345,Tiksi,RU,2021-12-02 00:52:50,71.6872,128.8694,-28.44,100,81,4.32
346,Victor Harbor,AU,2021-12-02 00:52:51,-35.5667,138.6167,81.19,70,59,1.99
347,Minsk,BY,2021-12-02 00:52:37,53.9,27.5667,26.35,96,100,15.43
348,Geraldton,AU,2021-12-02 00:52:53,-28.7667,114.6,71.13,49,0,17.27
349,Vinh,VN,2021-12-02 00:52:53,18.6667,105.6667,62.13,71,79,6.82
350,Abu Zabad,SD,2021-12-02 00:52:54,12.35,29.25,75.92,24,97,14.88
351,Miles City,US,2021-12-02 00:52:55,46.4083,-105.8406,67.17,32,1,27.63
352,Atar,MR,2021-12-02 00:52:55,20.5169,-13.0499,69.1,14,100,10.69
353,Norman Wells,CA,2021-12-02 00:52:56,65.282,-126.8329,-21.96,63,90,4.61
354,Paducah,US,2021-12-02 00:52:56,37.0834,-88.6001,56.61,96,1,3.44
355,Beira,MZ,2021-12-02 00:52:57,-19.8436,34.8389,75.29,83,20,5.01
356,Hearst,CA,2021-12-02 00:52:59,49.6835,-83.6665,21.45,95,100,10.54
357,Thayetmyo,MM,2021-12-02 00:52:59,19.3167,95.1833,68.16,85,21,4.25
358,Naumburg,DE,2021-12-02 00:52:59,51.15,11.8167,42.93,75,16,18.88
359,Gazli,UZ,2021-12-02 00:53:00,40.1333,63.45,61.5,23,87,21.94
360,Cheremisinovo,RU,2021-12-02 00:53:00,51.8855,37.2646,26.71,80,75,10.92
361,Porto Nacional,BR,2021-12-02 00:51:15,-10.7081,-48.4172,77.0,90,100,2.39
362,Rio Grande,BR,2021-12-02 00:53:00,-32.035,-52.0986,63.95,66,93,10.45
363,George,ZA,2021-12-02 00:53:01,-33.963,22.4617,58.55,94,90,6.91
364,Arroyo,ES,2021-12-02 00:53:01,41.6096,-4.7969,41.14,84,20,10.36
365,General Pico,AR,2021-12-02 00:54:02,-35.6566,-63.7568,69.87,55,21,8.66
366,Praia,CV,2021-12-02 00:54:03,14.9215,-23.5087,74.23,68,100,15.84
367,Havoysund,NO,2021-12-02 00:54:04,70.9963,24.6622,31.08,62,100,27.2
368,Songjianghe,CN,2021-12-02 00:54:04,42.1859,127.479,17.42,67,0,10.78
369,Linqiong,CN,2021-12-02 00:54:05,30.4159,103.4609,48.02,67,11,3.53
370,Mahibadhoo,MV,2021-12-02 00:54:05,3.7833,72.9667,81.07,78,46,6.42
371,Kimbe,PG,2021-12-02 00:54:06,-5.5502,150.1429,88.21,65,96,5.44
372,Notre-Dame-Du-Lac,CA,2021-12-02 00:54:06,47.6136,-68.7964,25.14,91,28,2.91
373,Althofen,AT,2021-12-02 00:54:06,46.8818,14.4676,35.06,99,100,2.21
374,Constitucion,CL,2021-12-02 00:54:07,-35.3333,-72.4167,53.26,87,100,11.07
375,Stulovo,RU,2021-12-02 00:54:07,58.7225,50.1439,21.72,95,96,7.63
376,Kodinsk,RU,2021-12-02 00:54:07,58.6881,99.1844,11.32,95,100,3.85
377,Cedar City,US,2021-12-02 00:54:07,37.6775,-113.0619,45.18,51,6,2.21
378,Iqaluit,CA,2021-12-02 00:54:09,63.7506,-68.5145,11.93,73,90,2.3
379,Suoyarvi,RU,2021-12-02 00:54:09,62.0833,32.35,10.9,93,70,7.96
380,Russell,US,2021-12-02 00:54:10,32.3502,-85.1999,58.71,50,1,0.0
381,Pangnirtung,CA,2021-12-02 00:53:58,66.1451,-65.7125,2.93,97,100,7.16
382,Mamallapuram,IN,2021-12-02 00:54:10,12.6264,80.1722,79.05,76,100,10.56
383,La Rioja,ES,2021-12-02 00:54:10,42.25,-2.5,37.49,93,100,12.28
384,Banda Aceh,ID,2021-12-02 00:54:11,5.5577,95.3222,79.77,76,45,8.25
385,San Luis Obispo,US,2021-12-02 00:51:33,35.3666,-120.5343,65.89,69,1,5.75
386,Marrakesh,MA,2021-12-02 00:51:53,31.6315,-8.0083,50.07,71,20,2.3
387,Daru,PG,2021-12-02 00:54:11,-9.0763,143.2092,86.85,68,83,3.76
388,Mount Isa,AU,2021-12-02 00:54:12,-20.7333,139.5,96.57,20,0,11.5
389,Vanavara,RU,2021-12-02 00:54:12,60.34,102.2797,-3.8,94,100,3.11
390,Zihuatanejo,MX,2021-12-02 00:54:12,17.6333,-101.55,79.59,80,5,2.82
391,Jacareacanga,BR,2021-12-02 00:54:13,-6.2222,-57.7528,72.48,99,90,1.45
392,Tadine,NC,2021-12-02 00:54:13,-21.55,167.8833,81.12,71,100,14.83
393,Tura,IN,2021-12-02 00:54:13,25.5198,90.2201,62.31,69,71,3.56
394,Honningsvag,NO,2021-12-02 00:54:14,70.9821,25.9704,36.16,60,100,29.93
395,Shawnee,US,2021-12-02 00:54:14,39.05,-95.7669,57.99,49,100,1.99
396,Kalaleh,IR,2021-12-02 00:54:15,37.3807,55.4916,76.6,20,75,23.02
397,Brae,GB,2021-12-02 00:54:16,60.3964,-1.353,37.31,61,83,30.2
398,Phangnga,TH,2021-12-02 00:54:16,8.4509,98.5298,78.84,94,100,4.81
399,Ponnani,IN,2021-12-02 00:54:16,10.767,75.9252,76.32,92,23,7.61
400,San Joaquin,US,2021-12-02 00:54:17,37.9333,-121.3011,68.14,65,1,3.44
401,Bama,NG,2021-12-02 00:54:18,11.5221,13.6856,70.75,35,18,5.44
402,Lagawe,PH,2021-12-02 00:54:18,16.8,121.1192,69.3,84,100,3.47
403,Campoverde,PE,2021-12-02 00:54:18,-8.4753,-74.8058,83.89,61,100,2.8
404,Terrace,CA,2021-12-02 00:54:18,54.5163,-128.6035,40.42,93,90,12.66
405,Asfi,MA,2021-12-02 00:54:19,32.2994,-9.2372,56.84,71,0,8.03
406,Faya,SA,2021-12-02 00:54:19,18.3851,42.4509,48.31,56,9,3.27
407,Sioux Lookout,CA,2021-12-02 00:54:19,50.1001,-91.917,34.18,100,90,2.3
408,Lucapa,AO,2021-12-02 00:54:20,-8.4192,20.7447,64.85,97,100,1.68
409,Svarychiv,UA,2021-12-02 00:54:21,48.9622,24.1966,43.72,68,99,18.88
410,Ostrovnoy,RU,2021-12-02 00:54:21,68.0531,39.5131,26.15,88,100,32.75
411,Coahuayana,MX,2021-12-02 00:54:21,18.7333,-103.6833,76.57,81,0,2.15
412,Ismailia,EG,2021-12-02 00:54:22,30.6043,32.2723,59.54,64,88,8.72
413,Mabaruma,GY,2021-12-02 00:55:23,8.2,-59.7833,75.54,92,100,3.4
414,Quatre Cocos,MU,2021-12-02 00:55:24,-20.2078,57.7625,77.11,76,28,12.88
415,Sovkhoznyy,RU,2021-12-02 00:55:24,45.2946,38.1138,38.12,77,24,8.25
416,Arkhangelsk,RU,2021-12-02 00:55:24,64.5401,40.5433,14.11,92,90,2.24
417,Chake Chake,TZ,2021-12-02 00:55:25,-5.2459,39.7666,75.34,87,14,4.88
418,Acuitzio,MX,2021-12-02 00:55:25,20.345,-101.9771,66.15,39,12,1.83
419,Trabzon,TR,2021-12-02 00:53:09,40.9167,39.8333,44.69,76,75,11.5
420,Pemberton,CA,2021-12-02 00:55:25,50.3164,-122.8027,51.49,100,100,6.13
421,Corrales,US,2021-12-02 00:55:26,35.2378,-106.6067,58.05,29,1,1.01
422,Kenora,CA,2021-12-02 00:55:26,49.8167,-94.4337,40.98,87,90,18.41
423,Beyla,GN,2021-12-02 00:55:11,8.6833,-8.6333,72.05,63,23,1.52
424,Bukachacha,RU,2021-12-02 00:55:27,52.9833,116.9167,10.29,59,75,12.15
425,Cudahy,US,2021-12-02 00:55:27,33.9606,-118.1853,80.24,70,1,0.0
426,Hovd,MN,2021-12-02 00:55:27,48.0056,91.6419,14.47,64,2,1.12
427,Olivia,MU,2021-12-02 00:55:27,-20.2975,57.7256,76.15,78,40,3.44
428,San Angelo,US,2021-12-02 00:55:29,31.4638,-100.437,65.53,39,25,1.99
429,Ambilobe,MG,2021-12-02 00:54:19,-13.2,49.05,73.15,76,35,2.64
430,Stabat,ID,2021-12-02 00:55:29,3.761,98.4513,77.2,90,92,2.95
431,Fremont,US,2021-12-02 00:50:31,37.5483,-121.9886,71.42,61,1,1.01
432,Faanui,PF,2021-12-02 00:55:30,-16.4833,-151.75,76.78,83,100,12.77
433,Alofi,NU,2021-12-02 00:55:31,-19.0595,-169.9187,82.29,74,75,17.27
434,Aquiraz,BR,2021-12-02 00:55:31,-3.9014,-38.3911,83.21,69,99,11.3
435,Caucaia,BR,2021-12-02 00:54:07,-3.7361,-38.6531,83.07,75,40,9.22
436,Makamba,BI,2021-12-02 00:55:31,-4.1348,29.804,61.03,88,94,2.35
437,Berlevag,NO,2021-12-02 00:55:32,70.8578,29.0864,33.98,60,100,29.68
438,Khuzdar,PK,2021-12-02 00:55:32,27.7384,66.6434,49.33,43,0,2.3
439,Ust-Tsilma,RU,2021-12-02 00:55:32,65.441,52.1498,21.56,97,100,4.94
440,Severo-Yeniseyskiy,RU,2021-12-02 00:55:33,60.3725,93.0408,15.58,94,100,6.78
441,Leeton,AU,2021-12-02 00:55:33,-34.5667,146.4,91.89,45,0,5.75
442,Torbay,CA,2021-12-02 00:55:33,47.6666,-52.7314,37.67,84,90,8.05
443,Tsabong,BW,2021-12-02 00:55:34,-26.0217,22.401,76.75,48,88,17.47
444,Khani,GE,2021-12-02 00:55:34,41.9563,42.9566,35.17,90,96,1.92
445,Ardakan,IR,2021-12-02 00:55:35,32.31,54.0175,60.06,26,100,6.8
446,Watsa,CD,2021-12-02 00:55:35,3.0372,29.5355,64.08,93,100,2.46
447,Zinder,NE,2021-12-02 00:55:35,13.8072,8.9881,71.55,24,9,10.29
448,Huarmey,PE,2021-12-02 00:55:36,-10.0681,-78.1522,66.52,86,100,6.64
449,Progreso,MX,2021-12-02 00:55:36,21.2833,-89.6667,74.89,75,5,12.19
450,Chamba,IN,2021-12-02 00:55:36,32.5667,76.1333,59.67,26,100,5.75
451,Nalut,LY,2021-12-02 00:55:37,30.3333,10.85,51.3,38,23,9.42
452,Finschhafen,PG,2021-12-02 00:55:37,-6.6024,147.8681,85.95,69,94,3.04
453,Padang,ID,2021-12-02 00:55:37,-0.9492,100.3543,80.65,75,19,0.69
454,Ibresi,RU,2021-12-02 00:55:38,55.2961,47.0394,26.29,74,63,10.6
455,Rovaniemi,FI,2021-12-02 00:55:38,66.5,25.7167,20.61,93,90,12.66
456,Bilibino,RU,2021-12-02 00:55:38,68.0546,166.4372,-31.77,100,81,2.73
457,Codrington,AU,2021-12-02 00:55:39,-38.2667,141.9667,66.58,72,100,11.25
458,Pozo Colorado,PY,2021-12-02 00:55:39,-23.4923,-58.7972,77.4,36,3,6.29
459,Taoudenni,ML,2021-12-02 00:55:39,22.6783,-3.9836,67.51,15,100,11.7
460,Artigas,UY,2021-12-02 00:51:17,-30.4,-56.4667,67.01,72,1,11.34
461,Oga,IT,2021-12-02 00:56:40,46.4631,10.347,30.74,97,100,1.45
462,Tianpeng,CN,2021-12-02 00:56:40,30.9866,103.9393,46.87,65,4,4.07
463,Kerman,IR,2021-12-02 00:56:41,30.2832,57.0788,35.46,48,0,0.0
464,Da Lat,VN,2021-12-02 00:56:41,11.9465,108.4419,61.5,69,61,5.91
465,Hun,LY,2021-12-02 00:56:41,29.1268,15.9477,52.29,60,9,7.54
466,Jutai,BR,2021-12-02 00:56:42,-5.1833,-68.9,73.29,99,100,2.53
467,Mecca,SA,2021-12-02 00:52:35,21.4267,39.8261,72.14,71,0,2.19
468,Palmer,US,2021-12-02 00:56:42,42.1584,-72.3287,36.21,76,100,2.42
469,Barabai,ID,2021-12-02 00:56:42,-2.5833,115.3833,83.52,71,68,1.54
470,Dve Mogili,BG,2021-12-02 00:56:43,43.6,25.8667,30.22,65,0,2.24
471,Speightstown,BB,2021-12-02 00:56:43,13.25,-59.65,81.21,78,100,21.59
472,San Jose,US,2021-12-02 00:53:48,37.3394,-121.895,71.74,54,1,0.0
473,Sur,OM,2021-12-02 00:56:44,22.5667,59.5289,71.71,52,0,2.64
474,Fevik,NO,2021-12-02 00:56:45,58.3794,8.6766,24.57,71,100,9.37
475,Kerur,IN,2021-12-02 00:56:45,16.0167,75.5667,67.96,94,98,8.16
476,College,US,2021-12-02 00:56:45,64.8569,-147.8028,-2.54,77,75,0.0
477,Tiznit,MA,2021-12-02 00:56:46,29.5833,-9.5,53.37,53,0,2.51
478,Rumoi,JP,2021-12-02 00:56:46,43.9344,141.6428,29.64,76,100,26.91
479,Polunochnoye,RU,2021-12-02 00:56:46,60.8697,60.4153,9.09,95,100,4.92
480,Paamiut,GL,2021-12-02 00:56:47,61.994,-49.6678,29.71,96,100,27.29
481,Asau,RO,2021-12-02 00:56:47,46.4333,26.4,36.75,90,84,6.62
482,Antalaha,MG,2021-12-02 00:56:48,-14.9003,50.2788,73.09,90,65,5.55
483,Mingyue,CN,2021-12-02 00:56:48,43.1069,128.9217,25.2,61,2,14.12
484,Graaff-Reinet,ZA,2021-12-02 00:56:48,-32.2522,24.5308,64.92,67,100,6.87
485,Hermitage,US,2021-12-02 00:56:49,41.2334,-80.4487,43.34,92,90,1.01
486,Talas,TR,2021-12-02 00:56:49,38.6908,35.5538,29.07,80,75,5.75
487,Karratha,AU,2021-12-02 00:55:06,-20.7377,116.8463,94.17,23,3,12.26
488,Mao,ES,2021-12-02 00:56:50,39.8885,4.2658,57.76,77,20,9.22
489,Kampot,KH,2021-12-02 00:56:51,10.6167,104.1833,77.05,73,26,12.19
490,Guane,CU,2021-12-02 00:56:51,22.2025,-84.0875,72.75,73,62,5.19
491,Ulladulla,AU,2021-12-02 00:56:52,-35.35,150.4667,79.7,63,10,9.35
492,Isla Mujeres,MX,2021-12-02 00:56:52,21.2311,-86.731,71.17,81,59,6.67
493,Woodward,US,2021-12-02 00:56:52,36.4337,-99.3904,57.96,38,1,5.75
494,Zhangye,CN,2021-12-02 00:56:53,38.9342,100.4517,25.43,38,0,7.05
495,Yar-Sale,RU,2021-12-02 00:56:53,66.8333,70.8333,0.52,96,100,12.68
496,Jewar,IN,2021-12-02 00:56:53,28.1333,77.55,59.47,34,100,3.8
497,Stromness,GB,2021-12-02 00:56:54,58.965,-3.296,39.16,57,100,33.13
498,Kumano,JP,2021-12-02 00:56:55,34.3442,132.5894,42.89,56,4,3.06
499,Fomboni,KM,2021-12-02 00:56:56,-12.28,43.7425,80.98,71,8,11.48
500,Boa Vista,BR,2021-12-02 00:56:56,2.8197,-60.6733,76.98,88,75,2.3
501,Qaqortoq,GL,2021-12-02 00:56:57,60.7167,-46.0333,32.5,99,100,20.15
502,Kishtwar,IN,2021-12-02 00:56:57,33.3167,75.7667,48.29,33,100,3.8
503,Tulsa,US,2021-12-02 00:56:24,36.1001,-95.9003,59.99,52,100,6.29
504,Kashan,IR,2021-12-02 00:56:58,33.9831,51.4364,55.51,47,93,2.15
505,Manokwari,ID,2021-12-02 00:56:58,-0.8667,134.0833,81.55,81,100,6.53
506,Nzerekore,GN,2021-12-02 00:56:59,7.7562,-8.8179,70.99,77,8,2.89
507,Coihaique,CL,2021-12-02 00:55:47,-45.5752,-72.0662,44.55,76,75,9.22
508,Makakilo City,US,2021-12-02 00:57:59,21.3469,-158.0858,82.62,62,20,13.8
509,Outjo,NA,2021-12-02 00:57:59,-20.1167,16.15,68.77,21,100,5.5
510,Kortenaken,BE,2021-12-02 00:58:00,50.9004,5.051,42.24,89,20,6.91
511,Krasnoselkup,RU,2021-12-02 00:54:50,65.7,82.4667,0.43,95,100,11.92
512,Petatlan,MX,2021-12-02 00:58:01,17.5167,-101.2667,77.27,86,1,2.46
513,Okhotsk,RU,2021-12-02 00:58:01,59.3833,143.3,1.83,79,100,27.87
514,Mackay,AU,2021-12-02 00:58:02,-21.15,149.2,91.69,66,0,6.91
515,Tiruchchendur,IN,2021-12-02 00:58:02,8.4833,78.1167,77.79,85,100,10.2
516,Port Hardy,CA,2021-12-02 00:58:03,50.6996,-127.4199,48.38,93,90,5.75
517,Djibo,BF,2021-12-02 00:58:04,14.1022,-1.6306,76.95,15,45,8.75
518,Kyzyl-Suu,KG,2021-12-02 00:58:05,42.3414,78.0056,25.09,57,1,10.69
519,Portland,US,2021-12-02 00:56:09,45.5234,-122.6762,59.77,87,76,1.32
520,Marsa Matruh,EG,2021-12-02 00:54:14,31.3525,27.2453,61.0,59,40,11.5
521,Clyde River,CA,2021-12-02 00:54:41,70.4692,-68.5914,7.03,85,100,25.32
522,Saint-Denis,FR,2021-12-02 00:57:45,48.9167,2.3333,43.23,92,75,1.99
523,Estevan,CA,2021-12-02 00:58:06,49.1334,-102.9842,43.14,65,90,12.66
524,Sinjar,IQ,2021-12-02 00:58:07,36.3209,41.8754,49.35,63,3,7.09
525,Hirara,JP,2021-12-02 00:58:07,24.8,125.2833,66.06,68,75,12.66
526,Male,MV,2021-12-02 00:58:08,4.1748,73.5089,78.75,94,75,4.61
527,Comodoro Rivadavia,AR,2021-12-02 00:56:09,-45.8667,-67.5,64.26,25,26,33.38
528,Ciudad Bolivar,VE,2021-12-02 00:58:09,8.1222,-63.5497,77.77,83,100,10.49
529,Usakos,NA,2021-12-02 00:56:53,-22.0,15.6,68.7,30,42,2.19
530,Abu Kamal,SY,2021-12-02 00:58:09,34.4506,40.9171,60.4,49,100,10.8
531,Yurga,RU,2021-12-02 00:58:10,55.7231,84.8861,10.71,91,100,6.53
532,Kabakovo,RU,2021-12-02 00:58:10,54.5369,56.1517,35.89,100,90,6.71
533,Tenenkou,ML,2021-12-02 00:58:10,14.4572,-4.9169,76.77,14,94,7.81
534,Banikoara,BJ,2021-12-02 00:58:10,11.2985,2.4386,75.38,21,100,4.99
535,Itoman,JP,2021-12-02 00:58:11,26.1247,127.6694,64.42,63,75,5.75
536,Areosa,PT,2021-12-02 00:58:11,41.7178,-8.8571,52.32,86,100,23.4
537,Manakara,MG,2021-12-02 00:58:12,-22.1333,48.0167,73.17,91,100,4.85
538,Eureka,US,2021-12-02 00:58:12,40.8021,-124.1637,58.12,82,0,1.99
539,Porto Santo,PT,2021-12-02 00:58:13,33.072,-16.3415,64.31,77,40,5.75
540,Ulagan,RU,2021-12-02 00:58:14,50.6321,87.9563,-0.81,79,31,2.53
541,Talnakh,RU,2021-12-02 00:58:14,69.4865,88.3972,-23.37,98,18,4.68
542,Lazaro Cardenas,MX,2021-12-02 00:56:27,17.9583,-102.2,79.02,80,0,4.32
543,Angoche,MZ,2021-12-02 00:58:15,-16.2325,39.9086,77.07,88,0,5.57
544,La Union,PE,2021-12-02 00:58:15,-5.4,-80.75,68.81,72,98,11.23
545,Madera,US,2021-12-02 00:58:16,37.1666,-119.8343,72.39,42,0,2.15
546,Atasu,KZ,2021-12-02 00:58:16,48.6814,71.6433,21.56,78,100,7.81
547,Juneau,US,2021-12-02 00:55:07,58.3019,-134.4197,37.4,89,90,10.36
548,Sorland,NO,2021-12-02 00:58:16,67.667,12.6934,34.79,59,100,35.3
549,Balakhta,RU,2021-12-02 00:58:17,55.38,91.6,16.54,91,100,1.9
550,Barahona,DO,2021-12-02 00:58:17,18.2085,-71.1008,78.49,78,56,5.75
551,Luanda,AO,2021-12-02 00:58:17,-8.8368,13.2343,77.0,94,75,3.44
552,Kyra,RU,2021-12-02 00:58:18,49.5776,111.9753,17.4,59,2,21.74
553,Tromso,NO,2021-12-02 00:58:18,69.6496,18.957,32.02,59,40,13.8
554,Leshukonskoye,RU,2021-12-02 00:58:19,64.8989,45.7622,23.38,97,100,4.74
